,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1745.93281870065
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,3547.374097487214
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1087.2867731680778
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3289.5808972399495
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2016.1210451911609
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,922.6975805707574
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,4964.008372408458
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,2202.1551136511216
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1182.2617518708814
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,3294.665708949624
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,3572.0048702455742
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,14609.889263158217
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,3333.6411993993083
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2095.683896920993
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6487.282504106977
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,6936.261274679347
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,786.0281082537557
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1473.4337624405566
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,597.2471447609946
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,5750.59067251313
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4159.677139908257
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,5506.34814474923
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,13025.679491585963
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,2350.9892807552355
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,4576.29592197046
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1430.3091537127793
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,17422.570276557883
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,938.7150772747204
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4829.534222792251
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,11736.30892280997
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4109.51459991286
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,1047.7957864816428
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,16537.029178388562
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,934.5978079855543
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,881.238623938707
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,697.4068618001337
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,714.3732845000077
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,759.7618700159813
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,4858.844808660649
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,754.5326922561214
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,13614.545439263837
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3008.3339640540735
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,800.5585893691205
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6612.666535913088
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1348.133077826313
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,546.0133176028328
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,523.6985412051249
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,6688.053301234767
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,864.6644872661655
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9084.505992766966
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,636.0718900966217
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2274.839986699542
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4228.068311985056
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,3427.520809902696
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,6184.043308887108
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,930.7654936347573
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,4057.8662824036946
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,509.84484222090396
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4587.650718340732
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4467.338564904906
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,5504.912502325983
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,890.749190217907
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3209.547232720561
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5184.350117652854
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5927.415893655709
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,744.1067721707986
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5518.921900633079
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,2957.7655215052864
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,665.9800180562287
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3217.907488592665
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1735.156560165439
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,3969.2638231370984
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,4298.231199329577
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,451.1068941187788
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,19804.604804450773
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,9515.24854635209
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,4441.294001956402
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2217.2679298868966
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,405.2838767053429
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1718.7253655086245
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,4688.995822081482
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6020.207635301426
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,829.0571568052412
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4681.90542165141
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,6467.842630303252
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2530.4713068894553
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,16999.295950322194
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,1010.4564856979116
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1170.0100363489871
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,11862.239499663026
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,961.1625980527758
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1452.8164998028506
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1102.762911920027
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4147.022638827816
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1416.4012394146503
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,624.4768749314479
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5743.547181296446
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,995.2611055948565
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5818.422051896984
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,789.0496332917708
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,17133.31838067786
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6088.77369192615
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5047.907046237702
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,633.8482104542488
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,14353.959568061915
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,496.20503353975096
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,817.072455983153
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,755.6511387003044
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,605.5782206830955
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1166.3511979560085
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1235.0393734187282
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,1187.1126187820805
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4412.5506878539745
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1227.2410364939112
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1877.0815717561252
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5553.920584751071
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,1003.2985919272015
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5125.9458970034775
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,4328.254087796979
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2552.8669619505736
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1480.7142805784722
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1594.8485989378703
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,730.0625619514389
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,4373.0673925820365
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11539.355131513983
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,481.640608457422
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,16981.70373658498
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2370.3468001629576
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1546.394113608051
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,467.82411016092533
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1152.5533034326768
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6622.354813071568
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,592.1209995214012
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,9201.211146047903
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,738.874829654349
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,10706.338225880661
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,3817.9276247957428
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1705.893996445483
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5985.250274921123
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,1006.5757343311467
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1245.9405092319805
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1687.6771245805494
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,554.2825204772759
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1201.2729503935525
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,1267.7625827151671
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,3997.784791017167
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8577.916302771293
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5664.717772958432
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,835.934296748162
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1522.1835402602012
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,18407.467343787834
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,813.2472436845012
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,1025.0871589645528
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,19162.730856724782
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,4733.714062417371
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,546.9140327873124
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,4301.927924515499
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,7141.8656179856625
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5550.945216628792
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5265.140298916747
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,897.0544241933853
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2098.804698672652
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10158.146532889741
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2416.6156448515476
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7021.35739230371
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6485.281677519341
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5912.732614635225
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3532.0615481427617
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,7329.100725500649
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,11100.382066737027
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1645.9580940354522
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,486.8096835217713
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4392.949230838626
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1278.5525291692957
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,986.8678953811957
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1031.6720102426755
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5885.407115481208
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,14137.459665758382
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5024.888947492064
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,12547.73552807264
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,989.108512878911
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1328.2300921603317
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,658.1617528675037
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,6953.676492409425
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,642.0503477621085
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1480.9326156822642
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7464.779917008268
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,1003.9621486693721
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,723.124963831624
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,4817.310603627186
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9445.274363032857
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1486.6123170322599
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,673.1673847133394
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9314.138939482049
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7652.877021599594
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,856.1388278999567
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,408.29835408198284
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9364.495961744375
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,953.8522019258876
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,10555.626134095104
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4286.820326979417
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5639.234551052856
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,15006.306772017719
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,3760.616960933987
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6217.166412678282
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,903.6773083997883
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2537.7608819182046
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,587.5164941075682
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4028.304139570141
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3190.230830154192
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3005.839996024129
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,909.666652144766
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,11120.66128169991
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,3780.108407887202
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,992.3613675640528
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2641.1024434675464
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3029.252293748568
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,15824.046562452055
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,11691.082340970706
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2155.511515952864
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1578.2274324340888
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,10833.920720691962
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,948.8183474956326
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8577.08088416429
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3625.6807324978963
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,14953.511198640996
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,525.4170455383073
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1493.5161455614234
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,4884.085057316705
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1739.248659961817
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1719.1665668102733
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3693.7574823538635
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7755.528285083013
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5242.647700358642
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5335.611207391853
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2465.3903435765424
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,7969.76008303055
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,16049.19992996096
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,587.4686121208196
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,582.2564947343044
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1796.3593694663857
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1025.6606490141107
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,588.9307685889587
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3093.776520430458
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1490.0880791000372
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4981.612122905851
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,9361.980292423412
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3382.2437526618196
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2129.2421441401398
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6092.556279315358
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6658.478074589959
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,535.8384148521685
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2716.933600452261
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,679.3457221099383
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3505.6229080551675
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5490.9375105066665
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,580.8648439966903
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1043.018141897665
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3842.2786764710186
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2203.034385387376
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,299.23437164310656
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6936.09434306431
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,775.7757087029428
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,768.4363611073506
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,7187.962916284624
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,784.043796935673
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8095.2771932385385
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5021.361954292742
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13776.550339491147
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2340.2947916116605
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,871.4758570341751
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1640.1045810850096
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,639.1017122581247
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,7515.302138455978
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3193.0464056419037
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,680.3644914206251
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,626.9499710758766
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,619.4367155470047
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3342.375562099039
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,4678.046089008265
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,966.9376609399933
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,10693.552206957322
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1889.5218554063429
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,701.224865724718
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1395.410543522055
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1108.1501320329112
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4445.635492434236
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3596.8143704823697
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5444.855015782152
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2428.9596537636517
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1817.3852806747047
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9121.129692383236
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,2564.3692530879757
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1753.3744322870768
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4097.839585521204
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3764.443182868385
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2209.568448526791
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1059.1039565247318
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3538.4242492964418
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2090.203984897389
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,12443.080496267434
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,18041.30938222522
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,9593.908021468473
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2696.2214273622835
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6179.153593500207
